ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
29.08.2022,26.08.2022,19,27.08.2022,01,06300634,372,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.08.2022,29.08.2022,11,29.08.2022,13,01300732,683,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.08.2022,29.08.2022,10,29.08.2022,13,03400826,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.08.2022,29.08.2022,12,29.08.2022,18,01100206,726,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
29.08.2022,28.08.2022,22,29.08.2022,13,02300418,460,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,04,28.08.2022,04,02400522,1313,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
28.08.2022,25.08.2022,05,25.08.2022,15,03601139,680,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,18,28.08.2022,02,02200210,450,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,08,25.08.2022,16,02200210,629,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,04,28.08.2022,08,06200317,600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,16,28.08.2022,21,02100106,2050,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,21.08.2022,10,21.08.2022,20,02100104,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,12,28.08.2022,12,04300623,428,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,21,27.08.2022,10,08401140,474,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,22.08.2022,14,22.08.2022,15,02100106,1169,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
28.08.2022,27.08.2022,11,28.08.2022,13,11100206,2312,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,19,27.08.2022,12,08100102,955,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,21,27.08.2022,20,07100102,439,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,15,27.08.2022,18,03500935,727,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,18,28.08.2022,11,02200207,1145,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,15,27.08.2022,20,01200628,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,13,28.08.2022,13,02200210,700,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,16,28.08.2022,13,01401048,500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,10,28.08.2022,12,02200208,770,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,14,28.08.2022,18,06400839,2549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,16,26.08.2022,21,03701554,799,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,07,27.08.2022,11,03200310,410,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,19,28.08.2022,09,03601141,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,12,28.08.2022,13,10200627,0,Ja,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,08,28.08.2022,11,06300634,2049,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,12,28.08.2022,15,02400623,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,10,27.08.2022,16,01100416,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,21.08.2022,22,22.08.2022,04,02500834,740,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,20,28.08.2022,09,05300841,1500,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,22.08.2022,04,24.08.2022,16,06400842,900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,16,28.08.2022,09,10200524,350,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
28.08.2022,27.08.2022,21,28.08.2022,10,01100205,110,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,14,26.08.2022,15,05100316,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,15,28.08.2022,12,03601449,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,07,25.08.2022,13,10400836,517,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,14,27.08.2022,19,01100313,2373,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,16,28.08.2022,17,10100208,1000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
28.08.2022,28.08.2022,18,28.08.2022,18,03601244,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,09,28.08.2022,08,01100416,2600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,17,28.08.2022,02,09100304,439,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,18,28.08.2022,02,02200210,500,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,22,28.08.2022,02,06400839,1123,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,18,28.08.2022,11,04501152,3299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,17,28.08.2022,10,04501151,298,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,01,28.08.2022,15,02300419,380,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,11,27.08.2022,18,01100416,1300,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
28.08.2022,30.07.2022,18,02.08.2022,10,04300412,559,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
28.08.2022,28.08.2022,10,28.08.2022,17,02100105,560,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,14,28.08.2022,17,08100101,1010,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,08,27.08.2022,17,03300412,333,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,16,27.08.2022,19,05100313,1059,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,21.08.2022,22,22.08.2022,10,01200624,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,18,26.08.2022,19,03701659,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,20,26.08.2022,08,02300419,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,01,28.08.2022,13,01400937,844,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,12,28.08.2022,14,04300412,3100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,23,28.08.2022,15,08100415,1600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,19,27.08.2022,23,09100101,1599,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,14.08.2022,22,14.08.2022,23,02500834,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,11,28.08.2022,18,03300516,430,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,27.08.2022,18,27.08.2022,23,03300514,277,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,16,26.08.2022,16,02300419,2081,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,26.08.2022,20,27.08.2022,02,06400839,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,08,25.08.2022,14,02200209,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,20,28.08.2022,19,03701555,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,25.08.2022,12,25.08.2022,14,06300634,744,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
28.08.2022,28.08.2022,03,28.08.2022,21,06200316,223,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,22,27.08.2022,05,01100311,170,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,22,27.08.2022,11,03400619,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,09,26.08.2022,22,06400839,976,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,15,27.08.2022,15,05100315,3131,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,10,26.08.2022,11,04501153,1030,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,11,27.08.2022,11,04501045,6016,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,25.08.2022,23,26.08.2022,08,01300836,1099,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,24.08.2022,21,27.08.2022,15,04200311,1098,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,22,26.08.2022,23,04501150,761,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
27.08.2022,26.08.2022,14,27.08.2022,09,01400938,950,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,25.08.2022,19,26.08.2022,17,05200420,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,18,27.08.2022,08,01300731,949,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,18,27.08.2022,22,01100313,148,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,06,27.08.2022,06,07100102,200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,25.04.2022,20,25.04.2022,22,01100310,1350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,19.08.2022,15,22.08.2022,07,01400942,669,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,18.08.2022,23,20.08.2022,09,03701659,608,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,24.08.2022,20,27.08.2022,09,02200207,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,22.08.2022,14,22.08.2022,15,02100106,1169,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,13,27.08.2022,13,03200308,529,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,14,27.08.2022,15,01100311,1650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,20,27.08.2022,12,01300731,2900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,16,27.08.2022,17,06100103,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,17,27.08.2022,18,06300631,4189,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,13,26.08.2022,18,11501340,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,21.08.2022,18,22.08.2022,12,03200309,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,23.08.2022,17,23.08.2022,17,08100311,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
27.08.2022,27.08.2022,14,27.08.2022,17,02100101,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,15,27.08.2022,17,02200208,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,17,27.08.2022,00,01100102,930,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,09,27.08.2022,09,08100311,150,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,25.08.2022,11,25.08.2022,11,02200209,1500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,15,26.08.2022,18,02100106,389,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,16.08.2022,10,16.08.2022,15,01100309,999,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,23,27.08.2022,08,01300836,420,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,19,26.08.2022,23,02300316,2400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,25.08.2022,18,26.08.2022,10,02200208,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,24.08.2022,17,24.08.2022,19,02300418,1524,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,16.07.2022,12,17.07.2022,12,07200308,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,08,27.08.2022,14,11501340,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,15,27.08.2022,15,01100309,1179,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,12.08.2022,20,13.08.2022,09,03601142,150,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,20,27.08.2022,06,08200831,120,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,25.08.2022,18,26.08.2022,12,03701659,265,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,27.08.2022,10,27.08.2022,12,07100102,597,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,19.08.2022,09,22.08.2022,08,10300731,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,16,27.08.2022,10,08100418,300,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,21,27.08.2022,18,10100316,428,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
27.08.2022,26.08.2022,11,27.08.2022,05,08200726,818,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,02,26.08.2022,02,02200207,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,12,25.08.2022,19,08100206,215,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,13,26.08.2022,13,11300826,1120,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,13,26.08.2022,14,02200211,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,09,26.08.2022,09,07100206,2120,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
26.08.2022,20.08.2022,19,21.08.2022,02,02300418,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,23,26.08.2022,03,02200210,1580,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,16,26.08.2022,07,03601244,580,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,12,25.08.2022,13,04400728,260,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,23.08.2022,18,24.08.2022,09,07200409,899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,17,25.08.2022,17,05200633,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,07,25.08.2022,16,06200314,490,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,07,26.08.2022,19,01100313,358,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,09,25.08.2022,10,03701660,1230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,09,26.08.2022,17,01100309,1107,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,17,26.08.2022,02,09100304,290,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,18,25.08.2022,14,08100311,200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,00,26.08.2022,00,02300417,1300,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,08,25.08.2022,14,09501838,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,18,26.08.2022,12,02500834,520,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,12,26.08.2022,12,02400623,219,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
26.08.2022,26.08.2022,15,26.08.2022,15,03601141,0,Ja,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
26.08.2022,25.08.2022,14,25.08.2022,22,08100314,1499,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
26.08.2022,25.08.2022,16,26.08.2022,10,04300518,856,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,22,25.08.2022,22,07100206,280,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,06,26.08.2022,08,04300622,2690,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,20,25.08.2022,15,06400844,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,20,25.08.2022,23,02500726,495,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,08,26.08.2022,17,01100101,620,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,17,25.08.2022,19,05200629,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,20,25.08.2022,22,05100314,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,20,26.08.2022,08,02300316,2999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,16,25.08.2022,21,02100101,899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,13,26.08.2022,15,10200524,1000,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,08,25.08.2022,16,01200522,170,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,14,26.08.2022,17,02200210,1099,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,17.07.2022,12,17.07.2022,12,07200412,900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,12,24.08.2022,12,06200422,1699,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
26.08.2022,26.08.2022,10,26.08.2022,13,08300935,310,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,19,24.08.2022,19,09200613,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,20,26.08.2022,09,04400834,999,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,21,26.08.2022,09,02300418,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,08,26.08.2022,15,02200211,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,08,26.08.2022,16,03400826,1289,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,26.08.2022,12,26.08.2022,12,06300631,700,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,24.08.2022,08,25.08.2022,15,07501030,150,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,25.08.2022,21,26.08.2022,09,02300418,350,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
26.08.2022,21.08.2022,21,22.08.2022,08,02300419,3049,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
